 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS GBPEUR USDEUR CHFEUR 
11-11-2009 38,38 6,39 25,965 67,815 28,69 62,38 53,51 1,10455 0,734506 0,683664 
10-11-2009 38,065 6,305 25,75 68,72 28,19 62,435 53,6 1,10863 0,733029 0,683525 
9-11-2009 37,845 6,21 25,675 67,75 27,76 61,875 53,495 1,10857 0,733885 0,68344 
6-11-2009 36,955 6,04 25,54 66,655 26,955 61,275 52,555 1,10387 0,732993 0,683461 
5-11-2009 36,93 6,095 25,33 66,155 26,915 60,915 52,625 1,10231 0,734184 0,683461 
4-11-2009 36,33 6,04 25,185 65,515 27,42 60,375 52,285 1,10412 0,737631 0,68336 
3-11-2009 35,78 5,99 25,05 65,205 27,525 60,005 51,83 1,11103 0,735801 0,683371 
2-11-2009 36,475 6,08 25,195 66,035 27,49 60,615 52,275 1,12323 0,736085 0,683421 
30-10-2009 36,65 6,01 25,275 65,63 27,925 61,005 52,295 1,13478 0,739887 0,683229 
29-10-2009 37,12 6,1 24,87 64,77 28,155 61,015 52,15 1,13876 0,737578 0,682814 
28-10-2009 36,48 6,035 25,365 63,35 27,835 61,135 51,995 1,13807 0,735908 0,682536 
27-10-2009 36,86 6,15 25,565 62,875 28,375 60,725 52,1 1,13707 0,73474 0,682609 
26-10-2009 37,355 6,24 25,445 62,75 28,8 60,855 51,485 1,14163 0,73512 0,682609 
23-10-2009 37,84 6,295 26,005 63,275 29,615 61,125 52,125 1,14891 0,733857 0,681809 
22-10-2009 37,965 6,335 26,05 64,395 29,445 61,385 52,025 1,14891 0,730279 0,681415 
21-10-2009 37,7 6,31 26,035 64,95 29,98 61,785 51,94 1,14942 0,732125 0,681798 
20-10-2009 37,575 6,295 26,03 64,68 30,245 61,585 52,155 1,15167 0,734543 0,682064 
19-10-2009 37,44 6,34 25,965 63,655 30,095 62,235 51,89 1,14656 0,731578 0,681854 
16-10-2009 37,015 6,31 25,9 62,545 30,23 62,395 51,17 1,13812 0,727667 0,681854 
15-10-2009 37,62 6,34 25,9 62,515 31,225 62,07 51,48 1,13831 0,727612 0,68164 
14-10-2009 37,875 6,385 25,955 61,185 30,91 61,19 50,79 1,1399 0,729975 0,681662 
13-10-2009 37,84 6,345 25,94 62,11 29,98 60,76 50,275 1,14284 0,73141 0,681662 
12-10-2009 38,43 6,415 26,345 61,645 29,825 60,805 50,835 1,14492 0,727871 0,681244 
9-10-2009 38,445 6,335 26,225 61,495 29,095 60,255 49,975 1,14496 0,720113 0,679959 
8-10-2009 39,11 6,325 26,01 61,715 29,17 60,52 50,065 1,14448 0,716826 0,678799 
7-10-2009 38,8 6,275 25,93 61,05 28,83 60,915 49,46 1,14554 0,718462 0,679211 
6-10-2009 38,845 6,305 26 61,15 28,68 60,845 50,18 1,14906 0,7204 0,679619 
5-10-2009 38,05 6,11 26,025 60,38 27,82 60,69 49,595 1,15389 0,718543 0,679783 
2-10-2009 37,75 6,065 25,73 60,5 26,34 60,085 49,435 1,15388 0,713019 0,679363 
1-10-2009 38,4 6,19 25,88 61,26 27,295 58,63 49,715 1,14886 0,710474 0,679377 
30-9-2009 39,12 6,315 25,885 61,25 28,285 58,435 50,125 1,14526 0,708119 0,679389 
29-9-2009 39,045 6,28 25,915 61,645 28,635 58,655 49,5 1,14044 0,706717 0,679238 
28-9-2009 39,02 6,34 25,935 61,745 28,455 59,055 49,195 1,14388 0,708067 0,679238 
25-9-2009 38,575 6,235 26,8 61,945 28,115 58,725 48,825 1,151 0,707985 0,678838 
24-9-2009 39,135 6,315 26,885 62,4 28,555 58,53 48,94 1,14647 0,70204 0,677954 
23-9-2009 39,78 6,385 26,615 63,83 29,06 58,71 49,235 1,13903 0,696517 0,67774 
22-9-2009 40,095 6,405 26,6 64,135 28,93 58,75 49,415 1,13324 0,695516 0,677287 
21-9-2009 39,715 6,285 26,465 63,625 28,42 59,235 48,235 1,12791 0,693026 0,677287 
18-9-2009 40,3 6,38 26,51 64,545 28,655 59,48 48,505 1,12126 0,68923 0,676696 
17-9-2009 39,675 6,295 26,615 64,45 28,995 58,605 48,34 1,11636 0,689679 0,67742 
16-9-2009 38,935 6,3 26,77 63,06 28,965 58,07 48,415 1,11184 0,689682 0,677837 
15-9-2009 38,49 6,15 26,41 62,495 28,34 58,325 47,73 1,11162 0,691103 0,677837 
14-9-2009 38,19 6,11 26,125 62,825 27,545 58,55 47,73 1,11207 0,694718 0,676941 
11-9-2009 37,76 6,085 25,84 63,15 27,73 58,33 47,685 1,11205 0,696136 0,674877 
10-9-2009 37,435 6,06 25,715 62,81 27,625 57,795 47,29 1,11342 0,695202 0,673911 
9-9-2009 37,63 6,04 25,575 63,15 27,365 58,1 47,385 1,11758 0,694758 0,67351 
8-9-2009 37,19 5,915 25,39 64,2 26,945 57,835 47,185 1,12539 0,697428 0,673811 
4-9-2009 36,585 5,79 25,315 62,91 26,77 57,015 45,86 1,12617 0,697709 0,67373 
3-9-2009 36,145 5,79 25,205 62,335 26,615 56,4 45,7 1,11836 0,696682 0,672944 
2-9-2009 35,84 5,705 25,1 62,675 26,295 56,155 45,915 1,11126 0,696734 0,672262 
1-9-2009 36,475 5,765 25,15 62,34 26,79 56,615 46,11 1,11086 0,695552 0,671874 
31-8-2009 36,815 5,87 25,175 61,875 27,185 56,68 46,275 1,10947 0,695552 0,671262 
28-8-2009 36,985 5,915 25,12 62,155 27,61 57,305 46,52 1,10981 0,695552 0,671163 
27-8-2009 36,475 5,935 25,1 61,725 27,605 57,8 46,365 1,11433 0,697984 0,670701 
26-8-2009 35,61 5,935 25,21 64,445 27,37 57,66 45,955 1,11918 0,700243 0,669549 
25-8-2009 35,845 5,995 25,37 63,555 27,685 57,435 46,025 1,12299 0,699242 0,669111 
24-8-2009 35,645 5,955 25,39 63,06 27,87 57,42 45,295 1,12569 0,697903 0,669454 
21-8-2009 35,465 5,89 25,365 63,89 27,85 57,265 45,525 1,1264 0,69637 0,667305 
20-8-2009 34,485 5,7 25,25 61,815 27,205 56,68 45,11 1,12356 0,691527 0,663137 
19-8-2009 33,8 5,61 25,195 62,105 26,345 56,355 44,975 1,11863 0,686747 0,661321 
18-8-2009 33,3 6,59 25,22 61,79 26,48 56,34 44,65 1,11335 0,684463 0,661238 
17-8-2009 33,245 5,465 25,13 60,54 26,62 56,32 44,345 1,1109 0,683319 0,661261 
14-8-2009 34,505 5,645 25,3 61,92 27,695 56,57 44,88 1,1099 0,682167 0,661314 
13-8-2009 34,825 5,685 25,475 61,495 26,975 56,47 45,045 1,10485 0,679137 0,661676 
12-8-2009 34,235 5,625 25,565 61,64 27,06 56,945 45,11 1,10499 0,677903 0,661926 
11-8-2009 33,695 5,495 25,41 61,92 27,605 57,22 44,455 1,10636 0,675025 0,661915 
10-8-2009 33,83 5,58 25,68 61,5 28,57 57,365 44,335 1,10742 0,673479 0,661915 
7-8-2009 34,205 5,58 25,515 61,96 28,675 57,88 44,805 1,10617 0,668947 0,662546 
6-8-2009 34,15 5,505 25,35 61,905 28,23 58,25 45,16 1,10264 0,662893 0,663339 
5-8-2009 34,435 5,55 25,065 62,45 27,325 58,895 45,615 1,10084 0,663638 0,663329 
4-8-2009 34,915 5,575 25,13 62,735 26,105 58,57 45,34 1,09769 0,664804 0,663236 
3-8-2009 34,825 5,53 25,02 62,92 25,35 56,47 45,65 1,09925 0,666046 0,663378 
31-7-2009 34,23 5,445 24,875 62,18 24,685 56,885 45,365 1,10116 0,665674 0,66312 
30-7-2009 33,76 5,37 24,715 61,52 24,92 57,085 44,36 1,10362 0,664118 0,66312 
29-7-2009 33,07 5,17 24,695 60,275 24,46 56,075 43,7 1,10848 0,666768 0,662233 
28-7-2009 33,275 5,17 24,57 59,385 24,27 56,18 43,965 1,10848 0,669018 0,661723 
27-7-2009 33,33 5,2 24,555 59,41 23,855 56,345 43,895 1,10949 0,670538 0,66133 
24-7-2009 32,775 5,165 24,56 59,975 23,61 56,24 44,115 1,11389 0,672045 0,661093 
23-7-2009 32,345 5,045 24,5 60,25 24,285 56,23 44,015 1,12155 0,670661 0,661519 
22-7-2009 32,065 4,98 24,115 59,68 24,145 55,885 44,005 1,12609 0,66958 0,661888 
21-7-2009 32,23 4,935 24,375 59,38 25,35 56,07 43,88 1,12397 0,66958 0,662313 
20-7-2009 32,3 4,895 24,275 58,455 25,37 56,125 43,515 1,11871 0,669309 0,662538 
17-7-2009 31,81 4,81 24,2 57,675 24,955 56,86 42,415 1,11479 0,670184 0,662365 
16-7-2009 31,95 4,765 24,115 57,975 24,975 57,265 41,975 1,10977 0,668244 0,662074 
15-7-2009 31,575 4,785 24,075 58,64 25,06 56,805 40,705 1,11324 0,666989 0,662049 
14-7-2009 30,67 4,575 23,93 56,545 24,39 55,75 39,74 1,1166 0,667974 0,661877 
13-7-2009 30,72 4,535 23,925 56,355 24,06 55,24 39,61 1,11697 0,670552 0,661877 
10-7-2009 30,025 4,51 23,905 56,3 23,075 54,59 39,17 1,11697 0,673264 0,661926 
9-7-2009 29,825 4,62 23,92 56,865 23,095 54,87 40,1 1,11499 0,674589 0,661926 
8-7-2009 29,28 4,515 23,855 56,73 22,825 55,325 39,985 1,11437 0,677807 0,661877 
7-7-2009 30,03 4,605 23,915 57,87 23,42 56,69 39,845 1,11117 0,678362 0,662185 
6-7-2009 30,14 4,75 23,915 58,55 22,82 56,625 40,265 1,1138 0,678305 0,662348 
2-7-2009 30,77 4,845 24,12 59,125 23,475 56,295 40,3 1,11651 0,678849 0,662063 
1-7-2009 31,65 5,025 24,065 58,725 24,335 55,905 41,265 1,11182 0,677085 0,661815 
30-6-2009 31,655 4,89 23,72 57,485 24,58 55,085 40,66 1,10469 0,675078 0,661077 
29-6-2009 31,515 4,975 23,745 58,93 24,12 55,055 40,89 1,09588 0,670704 0,660444 
26-6-2009 30,875 4,97 23,83 57,86 23,79 54,2 41,055 1,08771 0,666845 0,660665 
25-6-2009 31,72 5,04 24,36 57,295 23,03 53,47 40,705 1,0947 0,666514 0,661127 
24-6-2009 31,96 4,99 24,305 57,585 23,18 53,265 41,575 1,10502 0,667386 0,661963 
23-6-2009 31,555 4,89 24,21 56,995 22,73 53,32 42,21 1,10063 0,669378 0,661581 
22-6-2009 30,715 5,73 24,235 57,11 23,335 53,535 41,37 1,09604 0,669378 0,66066 
19-6-2009 31,32 6,35 24,25 58,31 24,17 54,37 42,02 1,09586 0,670675 0,659527 
18-6-2009 31,23 6,25 24,2 55,595 22,75 53,805 41,83 1,09124 0,670449 0,659397 
17-6-2009 30,65 6,19 24,1 55,375 23,61 52,97 41,64 1,07817 0,670556 0,659977 
16-6-2009 32,455 5,85 24,275 55,715 24,705 52,75 41,175 1,0707 0,673175 0,659287 
15-6-2009 32,935 5,605 24,16 54,89 25,075 53,16 41,175 1,06982 0,676569 0,658947 
12-6-2009 33,78 5,88 24,16 55,935 25,14 53,225 41,745 1,07373 0,678528 0,658541 
11-6-2009 34,025 5,895 23,945 56,375 24,82 53,455 40,23 1,07961 0,678438 0,658602 
10-6-2009 33,67 6,075 23,91 54,615 25,19 53,55 39,595 1,08478 0,678779 0,659634 
9-6-2009 33,59 5,8 23,795 54,67 25,405 53,775 40,1 1,08275 0,68018 0,660896 
8-6-2009 32,95 5,54 23,78 53,985 25,05 54,27 39,755 1,0863 0,681263 0,661716 
5-6-2009 33,615 6 24,15 54,21 25,19 54,995 39,52 1,09189 0,684485 0,662219 
4-6-2009 34,175 6,375 24,135 54,65 24,44 54,35 40,06 1,09429 0,685781 0,661503 
3-6-2009 34,295 6,35 23,98 54,935 24,26 54,395 39,63 1,09521 0,684924 0,660084 
2-6-2009 35,335 6,125 23,755 55,69 24,53 54,44 39,62 1,09379 0,684496 0,661286 
1-6-2009 34,655 6,15 23,76 55,3 25,525 52,82 40,44 1,08856 0,684679 0,66202 
29-5-2009 34,025 6,025 23,845 54,34 24,815 51,495 39,89 1,08475 0,682324 0,662313 
28-5-2009 33,77 6,23 23,69 53,61 23,995 50,73 39,605 1,09183 0,680171 0,662157 
27-5-2009 33,8 6,195 23,725 53,735 24,975 50,66 40,205 1,10459 0,678056 0,661252 
26-5-2009 33,765 6,1 23,49 53,96 24,92 51,3 40,185 1,10705 0,676798 0,660488 
22-5-2009 33,695 6,07 23,59 54,055 24,755 51,575 40,2 1,10439 0,679157 0,659952 
21-5-2009 33,18 5,93 23,23 53,79 24,355 51,43 39,905 1,1048 0,680827 0,659894 
20-5-2009 33,575 5,935 23,22 54,155 25,215 52,02 40,4 1,11143 0,6795 0,659665 
19-5-2009 32,65 5,825 23,22 53,83 26,24 51,6 39,81 1,12111 0,679676 0,65878 
18-5-2009 31,95 5,74 22,735 53,46 26,11 50,79 39,42 1,12594 0,68202 0,659326 
15-5-2009 31,93 5,63 22,575 52,55 25,35 50,425 39,44 1,13401 0,684867 0,660471 
14-5-2009 32,005 5,76 22,44 52,375 24,78 50,335 40,13 1,14043 0,68639 0,661027 
13-5-2009 32,28 5,69 22,295 52,71 24,75 49,51 39,985 1,14142 0,68639 0,660552 
12-5-2009 33,225 5,85 22,725 52,825 25,69 49,31 38,805 1,13831 0,687497 0,659762 
11-5-2009 32,875 5,785 22,615 52,295 27,49 49,66 37,87 1,13897 0,690427 0,659211 
8-5-2009 33,355 5,78 23,275 52,81 26,005 49,515 38,04 1,14158 0,695018 0,658829 
7-5-2009 32,785 5,625 22,575 52,865 26,285 49,65 38,295 1,14467 0,698452 0,659059 
6-5-2009 32,435 5,65 22,19 51,625 25,62 49,745 38,445 1,14521 0,700025 0,659972 
5-5-2009 32,195 5,65 22,15 50,165 23,44 49,535 37,645 1,141 0,701343 0,660337 
4-5-2009 32,075 5,67 22,145 49,035 22,255 49,52 38,195 1,13713 0,701445 0,659713 
1-5-2009 31,4 5,435 21,725 48,465 19,865 49,36 37,9 1,13569 0,69907 0,659475 
30-4-2009 31,605 5,44 21,7 48,08 20,93 50,26 38,215 1,1365 0,69916 0,659674 
29-4-2009 31,125 5,345 21,475 47,29 20,02 50,69 37,705 1,13733 0,699884 0,658715 
28-4-2009 29,675 5,155 21,315 45,675 19,7 49,49 37 1,13846 0,700817 0,657393 
27-4-2009 30,1 5,165 21,33 45,97 20,745 48,835 36,635 1,14247 0,699822 0,658466 
24-4-2009 31,075 5,195 21,305 46,315 21,01 48,425 37,025 1,14741 0,698786 0,658947 
23-4-2009 30,315 4,985 21,125 45,775 19,44 47,98 36,39 1,15126 0,698188 0,659019 
22-4-2009 30,02 4,97 21,235 45,915 19,355 49,04 35,515 1,15545 0,69978 0,65943 
21-4-2009 29,29 4,915 20,755 46,465 17,475 49,525 35,45 1,1625 0,703991 0,659081 
20-4-2009 29,38 4,925 21,555 45,705 18,115 50,555 35,82 1,16518 0,707248 0,658461 
17-4-2009 30,44 5,09 21,915 47,03 19,935 52,085 36,835 1,16314 0,70862 0,657807 
16-4-2009 30,21 5,08 21,94 47,565 19,32 51,7 37,125 1,16222 0,706836 0,657104 
15-4-2009 29,93 5,125 21,725 47,28 18,615 51,17 36,9 1,16349 0,703211 0,655543 
14-4-2009 30,61 5,185 21,835 46,045 18,79 50,81 36,845 1,16227 0,703234 0,65366 
13-4-2009 30,195 5,125 21,7 46,015 19,23 54,12 37,245 1,16417 0,706287 0,653406 
9-4-2009 30,02 5,1 21,765 45,525 18,685 52,475 36,725 1,16759 0,706245 0,652145 
8-4-2009 29,695 4,995 21,265 46,05 14,79 52,19 37,2 1,17329 0,705225 0,65177 
7-4-2009 29,625 4,81 21,11 47,03 14,955 52,335 37,49 1,176 0,701323 0,652776 
6-4-2009 29,265 4,855 21,22 46,79 15,34 52,645 37,155 1,17652 0,694816 0,653986 
3-4-2009 29,37 4,84 20,575 46,935 15,635 52,81 37,49 1,17739 0,694336 0,654408 
2-4-2009 29,36 4,915 20,355 47,1 15,58 53,02 38,685 1,17596 0,696051 0,654955 
1-4-2009 28,125 4,685 19,855 45,155 14,295 51,715 37,725 1,17412 0,699828 0,655854 
31-3-2009 27,9 4,755 20,02 44,785 14,25 51,99 37,68 1,17141 0,704961 0,655543 
30-3-2009 27,285 4,73 19,495 43,415 14,245 51,95 36,395 1,16668 0,710187 0,654606 
27-3-2009 28,97 4,9 20,145 44,02 15,97 52,61 37,3 1,16045 0,706239 0,656041 
26-3-2009 30,515 5,01 19,935 44,19 16,185 52,6 38,455 1,15782 0,702824 0,656337 
25-3-2009 30,935 5,03 20,035 44,13 16,03 52,23 38,31 1,15668 0,703132 0,656543 
24-3-2009 30,385 5,015 19,69 45,135 16,48 51,54 38,105 1,15766 0,703713 0,657372 
23-3-2009 30,645 5,025 19,795 43,915 16,445 50,93 37,935 1,15824 0,703353 0,658754 
20-3-2009 29,39 4,85 19,225 42,33 14,71 49,825 37,905 1,15682 0,703886 0,659219 
19-3-2009 29,565 4,7 19,11 43,305 16,385 49,295 37,915 1,15919 0,704097 0,658381 
18-3-2009 28,26 4,55 18,78 43,865 15,735 49,06 37,65 1,15914 0,706286 0,658139 
17-3-2009 27,745 4,44 18,34 44,07 13,8 48,645 36,925 1,16036 0,710278 0,658817 
16-3-2009 27,255 4,45 18,53 44,265 14,465 49,22 36,585 1,16471 0,710278 0,65906 
13-3-2009 25,755 4,33 17,6 43,01 13,96 48,37 35,305 1,16566 0,713474 0,658852 
12-3-2009 24,685 4,575 16,105 42,635 12,685 47,74 34,775 1,1635 0,716105 0,659817 
11-3-2009 24,055 4,35 15,12 42,72 12,025 47,1 34,36 1,16218 0,717229 0,660579 
10-3-2009 23,47 4,35 14,65 42,57 11,325 46,26 34,545 1,1619 0,717247 0,660579 
9-3-2009 22,33 4,125 13,69 41,515 9,6 46,405 34,72 1,15867 0,717822 0,660552 
6-3-2009 23,335 4,36 14,885 43,3 8,75 46,615 34,835 1,15856 0,718264 0,659723 
5-3-2009 23,855 4,505 14,73 43,965 8,37 46,25 34,71 1,16189 0,716402 0,659045 
4-3-2009 24,83 4,585 15,455 44,335 10,13 47,97 34,01 1,16541 0,71644 0,658491 
3-3-2009 24,23 4,56 15,13 44,32 11,105 48,165 34,405 1,16764 0,713559 0,658073 
2-3-2009 24,47 4,7 15,245 45,45 10,85 47,35 35,035 1,16723 0,710284 0,657181 
27-2-2009 26,455 4,975 17,945 46,565 13,35 48,885 36,44 1,17162 0,710063 0,65615 
26-2-2009 27,36 5,365 19 47,565 14,43 50,345 37 1,17602 0,710697 0,655735 
25-2-2009 26,8 5,355 17,92 47,91 12,925 51,185 37,735 1,17575 0,711667 0,656087 
24-2-2009 27 5,48 17,155 48,21 12,13 50,97 38,395 1,17458 0,713239 0,655491 
23-2-2009 27,44 5,485 18,205 49,16 11,755 50,94 40,985 1,17264 0,714867 0,656561 
20-2-2009 27,8 5,435 17,87 49,775 10,105 51,51 40,665 1,17264 0,713804 0,662829 
19-2-2009 28,705 5,53 19,46 50,44 12,845 51,775 41,17 1,17598 0,718375 0,664571 
18-2-2009 27,055 5,39 20,535 48,97 13,23 51,7 41,71 1,18354 0,719253 0,663792 
17-2-2009 27,86 5,515 21,925 49,085 14,375 51,305 41,875 1,17921 0,717282 0,663486 
13-2-2009 28,445 5,61 23,025 50,255 15,99 52,27 42,775 1,17499 0,718494 0,663417 
12-2-2009 28,05 5,605 22,71 50,295 16,04 51,085 42,455 1,18028 0,721487 0,663638 
11-2-2009 28,555 5,79 22,325 52,33 16,97 50,25 42,205 1,18048 0,721681 0,663214 
10-2-2009 29,675 5,92 21,8 53,005 17,565 50,325 42,575 1,17614 0,717665 0,661969 
9-2-2009 30,27 6,115 21,75 55,35 19,085 52,02 42,525 1,17279 0,713004 0,661314 
6-2-2009 30,075 6,125 21,455 55,19 18,245 52,895 41,94 1,16856 0,712112 0,660971 
5-2-2009 29,775 5,975 20,685 55,29 16,035 51,63 42,15 1,16101 0,713559 0,659644 
4-2-2009 30,8 6 20,895 55,605 18,29 51,61 42,11 1,15312 0,717567 0,659062 
3-2-2009 31,325 5,715 20,91 54,53 18,595 50,755 42,42 1,14516 0,717636 0,659144 
2-2-2009 30,505 5,515 21,415 52,55 18,84 49,72 40,99 1,14541 0,7122 0,659626 
30-1-2009 30,945 5,67 21,48 54,665 19,06 50,93 41,245 1,15278 0,704473 0,659485 
29-1-2009 31,53 5,65 21,505 53,6 19,73 51,91 41,35 1,16008 0,703093 0,659139 
28-1-2009 32,96 5,795 21,875 53,985 19,93 51,805 42,995 1,15634 0,704606 0,660304 
27-1-2009 32,185 5,665 21,245 52,545 16,195 51,835 45,305 1,14918 0,706036 0,661577 
26-1-2009 32,16 5,625 20,975 52,015 16,165 50,8 45,94 1,146 0,711945 0,662077 
23-1-2009 31,475 5,41 20,69 50,915 15,425 49,915 44,595 1,14782 0,719305 0,661042 
22-1-2009 31,285 5,475 20,245 51,13 15,835 49,9 45,21 1,14338 0,716678 0,65995 
21-1-2009 31,2 5,6 20,43 51,82 15,285 50,335 45,59 1,13696 0,71546 0,659148 
20-1-2009 31,495 5,62 21 52,665 15,42 51,21 46,75 1,13631 0,714216 0,658359 
16-1-2009 31,67 5,735 23,3 54,2 19,16 51,225 47,21 1,13924 0,718085 0,658429 
15-1-2009 31,175 5,625 22,55 53,3 21,025 47,44 46,33 1,13985 0,726995 0,65965 
14-1-2009 31,45 5,62 23,565 53,565 23,205 51,125 46,775 1,13604 0,732812 0,660879 
13-1-2009 32,475 5,725 24,405 54,755 24,11 51,83 47,425 1,13259 0,737965 0,661226 
12-1-2009 33,1 5,875 24,53 55,8 24,43 51,865 47,85 1,12798 0,741598 0,661291 
9-1-2009 34,25 6,09 24,45 57,035 25,485 53,1 48,195 1,12116 0,739155 0,662135 
8-1-2009 35,425 6,24 24,55 57,45 25,59 53,435 49,235 1,11519 0,734709 0,66398 
7-1-2009 35,575 6,275 24,5 57,59 25,4 54,51 48,98 1,11499 0,733228 0,663486 
6-1-2009 36,66 6,35 24,515 57,1 28,055 55,965 48,415 1,11499 0,734318 0,663417 
5-1-2009 36,65 6,465 24,145 57,915 28,925 55,5 48,9 1,11514 0,734099 0,663449 
2-1-2009 36,17 6,3 24,185 56,97 29,57 55,43 50,32 1,12168 0,73927 0,662397 
31-12-2008 36,19 6,1 24,025 56,41 29,345 55,09 49,825 1,13021 0,750161 0,661716 
30-12-2008 35,975 6,225 23,71 55,165 28,205 54,555 49,91 1,12946 0,750107 0,662452 
29-12-2008 34,3 6,05 23,265 55,305 27,605 54,245 49,87 1,12397 0,748832 0,662001 
26-12-2008 34,45 5,975 23,37 56,02 27,505 54,695 47,65 1,12302 0,75214 0,662919 
24-12-2008 33,925 5,975 22,955 55,945 27,27 54,455 47,095 1,12121 0,753345 0,663373 
23-12-2008 34,45 6,025 22,96 56,635 27,54 54,45 47,695 1,11486 0,754401 0,66344 
22-12-2008 34,255 6,175 23 55,695 28,29 53,905 48 1,11617 0,760698 0,66431 
19-12-2008 34,375 6,1 23,425 56,88 29,34 54,66 47,05 1,11672 0,764401 0,664245 
18-12-2008 34,875 6,25 23,84 57,015 30,31 54,88 49,145 1,11023 0,758625 0,663456 
17-12-2008 33,82 6,125 23,675 57,665 29,71 54,085 48,785 1,11144 0,75974 0,662042 
16-12-2008 32,78 5,75 23,61 58,23 28,135 53,465 47,21 1,11986 0,769058 0,660939 
15-12-2008 31,23 5,65 23,565 56,675 26,28 51,995 46,085 1,12609 0,772234 0,660618 
12-12-2008 30,2 5,575 23,415 55,9 25,77 51,675 46,625 1,12738 0,772011 0,660618 
11-12-2008 30,95 5,65 23,615 55,94 27,095 53,215 46,13 1,13093 0,769153 0,658567 
10-12-2008 30,05 5,525 23,825 56,105 29,725 52,87 46,11 1,13387 0,763453 0,659137 
9-12-2008 29 5,3 23,4 56,17 31,58 52,795 47 1,13109 0,757121 0,661678 
8-12-2008 29,525 5,355 22,865 55,645 31,475 53,68 47,68 1,12422 0,754236 0,661505 
5-12-2008 27,125 5,25 22,17 52,5 28,29 52,94 46,33 1,11569 0,753192 0,659527 
4-12-2008 28,55 5,45 22,175 53,525 27,97 53,165 46,895 1,11257 0,756856 0,657466 
3-12-2008 28,55 5,55 22,265 52,6 26,625 53,355 46,48 1,11136 0,7572 0,656758 
2-12-2008 28,475 5,6 22,115 52,465 24,35 53,975 45,245 1,10939 0,75529 0,65753 
1-12-2008 27,4 5,7 21,545 53,505 25,45 54,97 45,72 1,1078 0,753765 0,658899 
28-11-2008 29,455 6,2 21,935 55,9 28,265 55,91 46,505 1,10244 0,747153 0,65709 
26-11-2008 29,55 6,25 20,895 55,075 27,315 53,78 44,565 1,10064 0,74113 0,65547 
25-11-2008 30,53 6,35 20,8 55,195 26,715 54,75 45,195 1,09799 0,744602 0,6562 
24-11-2008 28,25 6,22 21,895 54,51 24,455 54,455 45,935 1,09084 0,752413 0,658813 
21-11-2008 25,85 6,175 20,36 50,8 21,7 52,26 44,115 1,08269 0,755044 0,661112 
20-11-2008 25,85 6,325 21,14 51,385 23,72 51,975 46,495 1,07722 0,754802 0,659935 
19-11-2008 28,56 6,485 22,56 55,48 25,735 53,1 48,49 1,07654 0,755401 0,658528 
18-11-2008 28,525 6,475 22,86 55,515 27,1 52,495 48,27 1,07526 0,746282 0,656914 
17-11-2008 28,71 6,525 22,665 55,53 27,73 53,695 48,02 1,0767 0,738346 0,656053 
14-11-2008 29,675 6,55 22,63 55,245 28,76 54,12 49,705 1,08226 0,738865 0,655592 
13-11-2008 28,325 6,35 22,305 54,205 27,545 53,85 48,995 1,07407 0,7349 0,653031 
12-11-2008 28,05 6,325 22,71 54,915 28,36 53,99 48,34 1,06552 0,734722 0,652486 
11-11-2008 29,01 6,775 22,89 57,61 28,735 54,795 49,255 1,06308 0,737115 0,652018 
10-11-2008 30,415 7 23,33 59,905 29,035 55,07 49,61 1,06452 0,747851 0,650571 
7-11-2008 29,65 6,875 23,25 58,345 28,275 55,205 49,285 1,07567 0,766633 0,650871 
6-11-2008 29,865 6,85 23,065 58,63 29,485 55,75 48 1,08371 0,770822 0,650448 
5-11-2008 32,105 7,25 23,595 61,945 33,155 57,85 48,735 1,08475 0,772642 0,6514 
4-11-2008 30,62 7,175 23,255 63,09 34,585 58,485 51,69 1,08182 0,77601 0,65949 
3-11-2008 29,27 6,66 22,91 62,53 33,94 57,18 50,915 1,08078 0,782641 0,672892 
31-10-2008 28,22 6,5 21,81 61,57 33,05 57,12 49,55 1,08491 0,787044 0,679498 
30-10-2008 27,6 6,75 22,745 61,73 32,485 56,75 49,015 1,09524 0,789219 0,682092 
29-10-2008 27 6,675 21,76 60,805 33,03 55,85 49,755 1,10892 0,790548 0,682059 
28-10-2008 25,6 6 20,5 57,67 32,505 54,33 49,125 1,11762 0,791896 0,680371 
27-10-2008 24,95 6 20,44 55,785 31,205 52,245 47,74 1,12304 0,795657 0,67705 
24-10-2008 26,575 6,375 21,575 54,705 30,5 51,71 47,205 1,11969 0,79599 0,676262 
23-10-2008 28,085 6,675 22,775 55,895 30,53 52,84 48,71 1,11927 0,793811 0,676177 
22-10-2008 28,45 6,575 22,91 57,695 31,16 53,625 48,54 1,12677 0,792486 0,675895 
21-10-2008 31,685 6,875 23,165 61,92 32,77 55,665 50,975 1,12625 0,787536 0,673699 
20-10-2008 33,355 7,325 23,165 61,735 32,05 55,305 51,53 1,12236 0,783134 0,672112 
17-10-2008 31,425 6,825 22,575 58,785 33,105 53,615 51,365 1,13016 0,781903 0,672469 
16-10-2008 29,935 6,925 22,73 58,15 32,175 51,955 47,895 1,13445 0,782438 0,673563 
15-10-2008 34,11 7,225 22,905 59,59 33,525 52,685 47,98 1,12824 0,779589 0,673818 
14-10-2008 34,645 7,85 22,82 62,55 32,975 55,98 48,565 1,12822 0,784175 0,674201 
13-10-2008 32,3 7 21,995 60,69 29,28 60,395 47,11 1,13198 0,792853 0,675368 
